title,make,model,year,condition,transmission,location,price,url
Rover Land 2013 White,Rover,Land,2013,foreign used,automatic,"Kampala, Nakawa",70000000,https://jiji.ug/nakawa/cars/rover-land-2013-white-clxXKK7IM2NJgaerbE6hKbTL.html?page=5&pos=22&cur_pos=22&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=21
Toyota Corolla Spacio 2002 Blue,Toyota,Corolla,2002,local used,automatic,"Kampala, Central Division",10500000,https://jiji.ug/central-division/cars/toyota-corolla-spacio-2002-blue-sgSs6CpgXiJwxPPlxDOeQu5A.html?page=5&pos=2&cur_pos=2&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=1
Toyota Noah 2.0 FWD (8 Seater) 2002 White,Toyota,Noah,2002,local used,automatic,"Kampala, Central Division",12000000,https://jiji.ug/central-division/cars/toyota-noah-2-0-fwd-8-seater-2002-white-mHMvgZj8rLxsIblWfSj6D0D3.html?page=5&pos=5&cur_pos=5&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=4
Toyota Land Cruiser Prado 2016 White,Toyota,Land,2016,foreign used,automatic,"Kampala, Nakawa",165000000,https://jiji.ug/nakawa/cars/toyota-land-cruiser-prado-2016-white-pw8JTqpvqV6Bu8jUrBk70vve.html?page=5&pos=8&cur_pos=8&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=7
Toyota Noah 2.0 AWD (8 Seater) 2018 Silver,Toyota,Noah,2018,foreign used,automatic,"Kampala, Nakawa",65000000,https://jiji.ug/nakawa/cars/toyota-noah-2-0-awd-8-seater-2018-silver-u8RAO9s4zYkAH1N9Zi0UsTdY.html?page=5&pos=11&cur_pos=11&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=10
Toyota Premio 1.8 AWD 2003 Gray,Toyota,Premio,2003,local used,automatic,"Kampala, Central Division",15500000,https://jiji.ug/central-division/cars/toyota-premio-1-8-awd-2003-gray-hYlWPgDcEvblya05y2JU0EdM.html?page=5&pos=14&cur_pos=14&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=13
BMW X6 xDrive35i 4x4 Coupe (3.0L 6cyl 8A) 2013 White,BMW,X6,2013,foreign used,automatic,"Kampala, Nakawa",100000000,https://jiji.ug/nakawa/cars/bmw-x6-xdrive35i-4x4-coupe-3-0l-6cyl-8a-2013-white-8I7FBpFkZvo3g5azFSJdbl9N.html?page=5&pos=17&cur_pos=17&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=16
BMW X6 2012 White,BMW,X6,2012,local used,automatic,"Kampala, Central Division",55000000,https://jiji.ug/central-division/cars/bmw-x6-2012-white-yZAUVnBIK8HJPQV3xKrKICgQ.html?page=5&pos=20&cur_pos=20&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=19
Toyota Passo Sette 2011 Brown,Toyota,Passo,2011,foreign used,automatic,"Kampala, Nakawa",29500000,https://jiji.ug/nakawa/cars/toyota-passo-sette-2011-brown-riJCyW89agaRBSvdUbhLgEax.html?page=5&pos=23&cur_pos=23&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=22
Mitsubishi Pajero 1999 Black,Mitsubishi,Pajero,1999,local used,automatic,"Kampala, Central Division",19000000,https://jiji.ug/central-division/cars/mitsubishi-pajero-1999-black-fzDut9PYsCpmM59C5gbMRKR9.html?page=5&pos=3&cur_pos=3&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=2
Toyota Probox 2015 Silver,Toyota,Probox,2015,foreign used,automatic,"Kampala, Nakawa",34000000,https://jiji.ug/nakawa/cars/toyota-probox-2015-silver-uikp0wx7pv4VPdZKHph703ZJ.html?page=5&pos=6&cur_pos=6&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=5
Toyota Corolla Fielder 2015 Silver,Toyota,Corolla,2015,foreign used,automatic,"Kampala, Nakawa",42000000,https://jiji.ug/nakawa/cars/toyota-corolla-fielder-2015-silver-hOClMU4glYvZuBvKKa5Ne4Mx.html?page=5&pos=9&cur_pos=9&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=8
Subaru Forester 2.0XT Premium AWD 2017 Silver,Subaru,Forester,2017,foreign used,automatic,"Kampala, Nakawa",58500000,https://jiji.ug/nakawa/cars/subaru-forester-2-0xt-premium-awd-2017-silver-5m94mK2ZXYGaHkbiC0XtEvMy.html?page=5&pos=12&cur_pos=12&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=11
BMW X6 xDrive30d 2010 Black,BMW,X6,2010,foreign used,automatic,"Kampala, Nakawa",75000000,https://jiji.ug/nakawa/cars/bmw-x6-xdrive30d-2010-black-i9dRrStZcBHd5RKpDfLr5CMf.html?page=5&pos=15&cur_pos=15&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=14
Toyota Corolla Fielder 2010 Silver,Toyota,Corolla,2010,local used,automatic,"Kampala, Central Division",21500000,https://jiji.ug/central-division/cars/toyota-corolla-fielder-2010-silver-mMAolHJhPqflRAJNvZUv1kUf.html?page=5&pos=18&cur_pos=18&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=17
Toyota Succeed SV Premium 2016 White,Toyota,Succeed,2016,foreign used,automatic,"Kampala, Nakawa",32000000,https://jiji.ug/nakawa/cars/toyota-succeed-sv-premium-2016-white-w3t7GjCKtu6U8pa43PbePWNu.html?page=5&pos=21&cur_pos=21&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=20
Toyota Probox 1.5 DX Comfort 4WD 2016 White,Toyota,Probox,2016,foreign used,automatic,"Kampala, Nakawa",37000000,https://jiji.ug/nakawa/cars/toyota-probox-1-5-dx-comfort-4wd-2016-white-rgFbkRYvbZ0RiiQLljehEf9d.html?page=5&pos=24&cur_pos=24&ads_per_page=24&ads_count=7246&lid=oSlPxW5ni2iRdb3-&indexPosition=23
Toyota Noah 2.0 AWD (7 Seater) 2016 Brown,Toyota,Noah,2016,foreign used,automatic,"Kampala, Nakawa",55000000,https://jiji.ug/nakawa/cars/toyota-noah-2-0-awd-7-seater-2016-brown-pkKctwzzuJqjYZjwNmQ4gTg2.html?page=6&pos=1&cur_pos=1&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=0
Mazda Biante 2008 Silver,Mazda,Biante,2008,local used,automatic,"Kampala, Central Division",21500000,https://jiji.ug/central-division/cars/mazda-biante-2008-silver-3VKVi6kQMXwfV9RziDyAQMnx.html?page=6&pos=4&cur_pos=4&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=3
Toyota Hilux Revo Double Cab Deisel 2.8 AWD 2018 Silver,Toyota,Hilux,2018,foreign used,automatic,"Kampala, Central Division",165000000,https://jiji.ug/central-division/cars/toyota-hilux-revo-double-cab-deisel-2-8-awd-2018-silver-sc6mUjM6zTFFTOQZc8hTifXK.html?page=6&pos=7&cur_pos=7&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=6
Subaru Forester Premium AWD 2020 Silver,Subaru,Forester,2020,foreign used,automatic,"Kampala, Nakawa",98000000,https://jiji.ug/nakawa/cars/subaru-forester-premium-awd-2020-silver-v3NOqpmootIPLHJDVUHn3ksd.html?page=6&pos=10&cur_pos=10&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=9
Toyota Corolla Rumion Hatchback 1.5 FWD 2007 Black,Toyota,Corolla,2007,local used,automatic,"Kampala, Central Division",24000000,https://jiji.ug/central-division/cars/toyota-corolla-rumion-hatchback-1-5-fwd-2007-black-qbwFQB1CeygpKUAbdsrQspRC.html?page=6&pos=13&cur_pos=13&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=12
Nissan Juke 2012 White,Nissan,Juke,2012,foreign used,automatic,"Kampala, Central Division",37000000,https://jiji.ug/central-division/cars/nissan-juke-2012-white-1DO1TxVxfpBCDyDxulxavRsg.html?page=6&pos=16&cur_pos=16&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=15
Land Rover Range Rover Vogue 2017 Black,Land,Rover,2017,foreign used,automatic,"Kampala, Nakawa",180000000,https://jiji.ug/nakawa/cars/land-rover-range-rover-vogue-2017-black-eLTXqoAljV9rVs8XbOZKAMwS.html?page=6&pos=19&cur_pos=19&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=18
Toyota Probox 1.5 F Extra Package Limited 4WD 2013 White,Toyota,Probox,2013,local used,automatic,"Kampala, Central Division",22000000,https://jiji.ug/central-division/cars/toyota-probox-1-5-f-extra-package-limited-4wd-2013-white-dYaYAI2weGrNGYWP14P8tmxs.html?page=6&pos=22&cur_pos=22&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=21
Toyota Probox 1.5 DX Comfort 4WD 2016 White,Toyota,Probox,2016,foreign used,automatic,"Kampala, Nakawa",37000000,https://jiji.ug/nakawa/cars/toyota-probox-1-5-dx-comfort-4wd-2016-white-rgFbkRYvbZ0RiiQLljehEf9d.html?page=6&pos=2&cur_pos=2&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=1
Mitsubishi Outlander 2.4 Automatic 2008 Black,Mitsubishi,Outlander,2008,local used,automatic,"Kampala, Central Division",25000000,https://jiji.ug/central-division/cars/mitsubishi-outlander-2-4-automatic-2008-black-reYExf2i8qf3NMURkblGqI99.html?page=6&pos=5&cur_pos=5&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=4
Subaru Impreza 1.6 Sport 2012 Blue,Subaru,Impreza,2012,local used,automatic,"Kampala, Central Division",27000000,https://jiji.ug/central-division/cars/subaru-impreza-1-6-sport-2012-blue-b6vBQXTBUgeMcjTb7SC10zGl.html?page=6&pos=8&cur_pos=8&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=7
Toyota Noah 2.0 143hp FWD (8 Seater) 2012 White,Toyota,Noah,2012,foreign used,,"Kampala, Nakawa",45000000,https://jiji.ug/nakawa/cars/toyota-noah-2-0-143hp-fwd-8-seater-2012-white-hAimgcETmEWPVUhvRHzIDpqZ.html?page=6&pos=11&cur_pos=11&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=10
Toyota Vitz 1.3 AWD 5dr 2005 Silver,Toyota,Vitz,2005,local used,automatic,"Kampala, Central Division",13500000,https://jiji.ug/central-division/cars/toyota-vitz-1-3-awd-5dr-2005-silver-sAq2PzvzfcOe1hTgaFk3hNL6.html?page=6&pos=14&cur_pos=14&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=13
Toyota Corolla Spacio 2002 Blue,Toyota,Corolla,2002,local used,automatic,"Kampala, Central Division",10500000,https://jiji.ug/central-division/cars/toyota-corolla-spacio-2002-blue-sgSs6CpgXiJwxPPlxDOeQu5A.html?page=6&pos=17&cur_pos=17&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=16
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"Kampala, Nakawa",140000000,https://jiji.ug/nakawa/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-white-8ZGUScfC1RB4ZlgWKuX4ZThu.html?page=6&pos=20&cur_pos=20&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=19
Toyota Harrier 2.4 4WD 2009 White,Toyota,Harrier,2009,local used,automatic,"Kampala, Central Division",21000000,https://jiji.ug/central-division/cars/toyota-harrier-2-4-4wd-2009-white-umcHAI1ziRRO99HxmHO8kHwe.html?page=6&pos=23&cur_pos=23&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=22
Mercedes-Benz M Class ML 350 4Matic 2013 Black,Mercedes-Benz,M,2013,foreign used,automatic,"Kampala, Central Division",130000000,https://jiji.ug/central-division/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-mUqrHWKT0HYdmM0MeEvUku3i.html?page=6&pos=3&cur_pos=3&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=2
Toyota Wish 2008 Silver,Toyota,Wish,2008,local used,automatic,"Kampala, Rubaga",25500000,https://jiji.ug/rubaga/cars/toyota-wish-2008-silver-dGjIiNZfMCzrQ7nujVMejA0E.html?page=6&pos=6&cur_pos=6&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=5
Toyota RAV4 Automatic 2000 White,Toyota,RAV4,2000,local used,automatic,"Kampala, Central Division",16500000,https://jiji.ug/central-division/cars/toyota-rav4-automatic-2000-white-yLzePC4xhqif3uhBLJ0Fjqdh.html?page=6&pos=9&cur_pos=9&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=8
Subaru Outback 2015 Gold,Subaru,Outback,2015,foreign used,,"Kampala, Nakawa",55000000,https://jiji.ug/nakawa/cars/subaru-outback-2015-gold-gjCgce4qCaUbbLobGNA4qb1z.html?page=6&pos=12&cur_pos=12&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=11
Toyota Corolla Spacio 1.6 (5 Seater) 1999 Green,Toyota,Corolla,1999,local used,automatic,"Kampala, Central Division",13000000,https://jiji.ug/central-division/cars/toyota-corolla-spacio-1-6-5-seater-1999-green-maidA5DRaVDhyGcLjH1Ix7zU.html?page=6&pos=15&cur_pos=15&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=14
Mazda CX-5 2017 Gray,Mazda,CX-5,2017,foreign used,automatic,"Kampala, Nakawa",68000000,https://jiji.ug/nakawa/cars/mazda-cx-5-2017-gray-xnV8cRQhcs8vbqZwqdH9CKOa.html?page=6&pos=18&cur_pos=18&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=17
Toyota Blade 2013 Silver,Toyota,Blade,2013,local used,automatic,"Kampala, Central Division",17000000,https://jiji.ug/central-division/cars/toyota-blade-2013-silver-ikwa6owUVR4qogJaLUiO4fbc.html?page=6&pos=21&cur_pos=21&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=20
Toyota Corolla Fielder 1.5 Hybrid FWD 2016 Silver,Toyota,Corolla,2016,foreign used,automatic,"Kampala, Nakawa",43000000,https://jiji.ug/nakawa/cars/toyota-corolla-fielder-1-5-hybrid-fwd-2016-silver-i5Fnn4g8cHebd2ug02gT8pBP.html?page=6&pos=24&cur_pos=24&ads_per_page=24&ads_count=7246&lid=Q763XEpmqReGOspa&indexPosition=23
Toyota Noah 2.0 143hp AWD (8 Seater) 2011 Silver,Toyota,Noah,2011,foreign used,automatic,"Kampala, Nakawa",38400000,https://jiji.ug/nakawa/cars/toyota-noah-2-0-143hp-awd-8-seater-2011-silver-auKvpmwwG5N0ODdw95AwZ5wQ.html?page=7&pos=1&cur_pos=1&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=0
Subaru Forester 2007 White,Subaru,Forester,2007,local used,automatic,"Wakiso, Kira",23000000,https://jiji.ug/kira/cars/subaru-forester-2007-white-kUUmfhB534SoDsiSdfdDA0Da.html?page=7&pos=4&cur_pos=4&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=3
Toyota Celica 2002 Gray,Toyota,Celica,2002,local used,automatic,"Kampala, Central Division",4500000,https://jiji.ug/central-division/cars/toyota-celica-2002-gray-cSTGlApTa6YhA44YrXPSTrys.html?page=7&pos=7&cur_pos=7&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=6
Land Rover Range Rover Evoque Pure AWD 5-Door 2013 Gray,Land,Rover,2013,foreign used,automatic,"Kampala, Nakawa",85000000,https://jiji.ug/nakawa/cars/land-rover-range-rover-evoque-pure-awd-5-door-2013-gray-zGaFbW902gOshqttPrFXTWJk.html?page=7&pos=10&cur_pos=10&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=9
New Toyota Land Cruiser LC300 2023 Gold,New,Toyota,2023,,automatic,"Kampala, Nakawa",450000000,https://jiji.ug/nakawa/cars/new-toyota-land-cruiser-lc300-2023-gold-8BLopia0aboiIcxX14rSwRvW.html?page=7&pos=13&cur_pos=13&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=12
Mitsubishi Pajero IO 2003 Black,Mitsubishi,Pajero,2003,local used,automatic,"Kampala, Central Division",12000000,https://jiji.ug/central-division/cars/mitsubishi-pajero-io-2003-black-mWgCY3sncM1STYjMzRKYilxI.html?page=7&pos=16&cur_pos=16&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=15
Toyota Corolla Spacio 1.5 X 2003 Silver,Toyota,Corolla,2003,local used,automatic,"Kampala, Central Division",18500000,https://jiji.ug/central-division/cars/toyota-corolla-spacio-1-5-x-2003-silver-8YvSCTNtMsBa1ffig1kitqsG.html?page=7&pos=19&cur_pos=19&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=18
Subaru XV Limited Package 2016 Green,Subaru,XV,2016,foreign used,automatic,"Kampala, Nakawa",55000000,https://jiji.ug/nakawa/cars/subaru-xv-limited-package-2016-green-oOuHEVE0gonDwGNgLpsneUCL.html?page=7&pos=22&cur_pos=22&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=21
Toyota Corolla Fielder 1.5 Hybrid FWD 2015 White,Toyota,Corolla,2015,foreign used,automatic,"Kampala, Nakawa",39500000,https://jiji.ug/nakawa/cars/toyota-corolla-fielder-1-5-hybrid-fwd-2015-white-JbSLJEHt5kYj25X17uHHsFr.html?page=7&pos=2&cur_pos=2&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=1
BMW X6 xDrive35i 4x4 Coupe (3.0L 6cyl 8A) 2013 White,BMW,X6,2013,foreign used,automatic,"Kampala, Nakawa",100000000,https://jiji.ug/nakawa/cars/bmw-x6-xdrive35i-4x4-coupe-3-0l-6cyl-8a-2013-white-8I7FBpFkZvo3g5azFSJdbl9N.html?page=7&pos=5&cur_pos=5&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=4
Honda Fit 2003 Gray,Honda,Fit,2003,ugandan used,automatic,"Kampala, Central Division",5500000,https://jiji.ug/central-division/cars/honda-fit-2003-gray-qgUKvmwzL3iKYsP5rWlukeC6.html?page=7&pos=8&cur_pos=8&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=7
Toyota Succeed SV Premium 2016 White,Toyota,Succeed,2016,foreign used,automatic,"Kampala, Nakawa",32000000,https://jiji.ug/nakawa/cars/toyota-succeed-sv-premium-2016-white-w3t7GjCKtu6U8pa43PbePWNu.html?page=7&pos=11&cur_pos=11&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=10
Toyota Premio 1.8 FWD 2016 Silver,Toyota,Premio,2016,foreign used,automatic,"Kampala, Nakawa",58000000,https://jiji.ug/nakawa/cars/toyota-premio-1-8-fwd-2016-silver-nhX39FFhPQZrdUyqX9vS3KCh.html?page=7&pos=14&cur_pos=14&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=13
Toyota Corolla Fielder 1.5 Petrol FWD 2007 Silver,Toyota,Corolla,2007,local used,automatic,"Kampala, Central Division",25500000,https://jiji.ug/central-division/cars/toyota-corolla-fielder-1-5-petrol-fwd-2007-silver-feYMNDGLARFIl53tS6ZauvAh.html?page=7&pos=17&cur_pos=17&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=16
Toyota Noah 2.0 FWD (8 Seater) 2003 Silver,Toyota,Noah,2003,local used,automatic,"Kampala, Central Division",19000000,https://jiji.ug/central-division/cars/toyota-noah-2-0-fwd-8-seater-2003-silver-1YGTVKVW86qmVxdq2efNcGH.html?page=7&pos=20&cur_pos=20&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=19
Mazda CX-5 2.2 Diesel FWD 2017 Gray,Mazda,CX-5,2017,foreign used,automatic,"Kampala, Nakawa",82000000,https://jiji.ug/nakawa/cars/mazda-cx-5-2-2-diesel-fwd-2017-gray-1hfPpeSN0lSE94Pos3Kj8gY.html?page=7&pos=23&cur_pos=23&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=22
Toyota Wish 2011 White,Toyota,Wish,2011,foreign used,automatic,"Kampala, Nakawa",38000000,https://jiji.ug/nakawa/cars/toyota-wish-2011-white-iKREjzFMwqkDrtF34Qn494vM.html?page=7&pos=3&cur_pos=3&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=2
New Toyota Land Cruiser Prado 2.7 2024 Black,New,Toyota,2024,,automatic,"Kampala, Nakawa",390000000,https://jiji.ug/nakawa/cars/new-toyota-land-cruiser-prado-2-7-2024-black-g6FzzJ2x92OZJVG7WuWTBR7k.html?page=7&pos=6&cur_pos=6&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=5
Toyota Sienta 2005 White,Toyota,Sienta,2005,local used,automatic,"Kampala, Central Division",23000000,https://jiji.ug/central-division/cars/toyota-sienta-2005-white-vWXwsjOP12mfvWvsmfMcOT5n.html?page=7&pos=9&cur_pos=9&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=8
Rover Land 2013 White,Rover,Land,2013,foreign used,automatic,"Kampala, Nakawa",70000000,https://jiji.ug/nakawa/cars/rover-land-2013-white-clxXKK7IM2NJgaerbE6hKbTL.html?page=7&pos=12&cur_pos=12&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=11
Subaru Forester 2014 Green,Subaru,Forester,2014,foreign used,automatic,"Kampala, Nakawa",52000000,https://jiji.ug/nakawa/cars/subaru-forester-2014-green-6xupL2RwoE6lu5C8RZ5sDmMB.html?page=7&pos=15&cur_pos=15&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=14
Mitsubishi Pajero IO 2004 White,Mitsubishi,Pajero,2004,local used,automatic,"Kampala, Central Division",14000000,https://jiji.ug/central-division/cars/mitsubishi-pajero-io-2004-white-2HqiqCPMr7M9NBldTVUJxpM4.html?page=7&pos=18&cur_pos=18&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=17
Toyota Land Cruiser Prado 2.7 3dr 2002 White,Toyota,Land,2002,local used,automatic,"Kampala, Central Division",32000000,https://jiji.ug/central-division/cars/toyota-land-cruiser-prado-2-7-3dr-2002-white-5luuK95ZyNDJalLXqgfKf0.html?page=7&pos=21&cur_pos=21&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=20
Toyota RAV4 2.0 4x4 2007 Silver,Toyota,RAV4,2007,local used,automatic,"Kampala, Central Division",28000000,https://jiji.ug/central-division/cars/toyota-rav4-2-0-4x4-2007-silver-q8qrUHLf6o9J7OorkpBVQnxI.html?page=7&pos=24&cur_pos=24&ads_per_page=24&ads_count=7246&lid=bOIlEJPy7VBBHVBt&indexPosition=23
BMW 320i 2015 Blue,BMW,320i,2015,foreign used,automatic,"Kampala, Central Division",45000000,https://jiji.ug/central-division/cars/bmw-320i-2015-blue-w3iNc8xHv2xMuQnJIZP6ikLu.html?page=8&pos=1&cur_pos=1&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=0
Volvo V40 2014 Blue,Volvo,V40,2014,foreign used,automatic,"Kampala, Central Division",35000000,https://jiji.ug/central-division/cars/volvo-v40-2014-blue-69F7S5oblhQQpZ29BJdxAC8E.html?page=8&pos=4&cur_pos=4&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=3
Mercedes-Benz M Class ML 320 CDI 4Matic 2008 Gray,Mercedes-Benz,M,2008,local used,automatic,"Kampala, Central Division",35000000,https://jiji.ug/central-division/cars/mercedes-benz-m-class-ml-320-cdi-4matic-2008-gray-aIrwPsXp7BX6NXIbTvH7aQxK.html?page=8&pos=7&cur_pos=7&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=6
Nissan X-Trail 2.0 Petrol XE 2011 White,Nissan,X-Trail,2011,foreign used,automatic,"Kampala, Nakawa",32700000,https://jiji.ug/nakawa/cars/nissan-x-trail-2-0-petrol-xe-2011-white-hJAb0Ifn8nPDkDB4Qa0H3WI.html?page=8&pos=10&cur_pos=10&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=9
Toyota Corolla Fielder 2011 Black,Toyota,Corolla,2011,foreign used,automatic,"Kampala, Nakawa",35000000,https://jiji.ug/nakawa/cars/toyota-corolla-fielder-2011-black-8YnkIQaLMtv7q7fkc5ECrU9E.html?page=8&pos=13&cur_pos=13&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=12
Mercedes-Benz M Class 2006 Black,Mercedes-Benz,M,2006,local used,automatic,"Kampala, Central Division",37000000,https://jiji.ug/central-division/cars/mercedes-benz-m-class-2006-black-tCsR6weYbEgS1FFUe0ormbyc.html?page=8&pos=16&cur_pos=16&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=15
Subaru Forester 2016 White,Subaru,Forester,2016,foreign used,automatic,"Kampala, Nakawa",52000000,https://jiji.ug/nakawa/cars/subaru-forester-2016-white-94vYgKocEAUDaaKuOJZeHp19.html?page=8&pos=19&cur_pos=19&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=18
Toyota Vanguard 2012 Silver,Toyota,Vanguard,2012,foreign used,automatic,"Kampala, Nakawa",61000000,https://jiji.ug/nakawa/cars/toyota-vanguard-2012-silver-C5ID5bvtoWFzwCyfyVi2jKSO.html?page=8&pos=22&cur_pos=22&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=21
Toyota Noah 2.0 143hp AWD (8 Seater) 2009 White,Toyota,Noah,2009,local used,automatic,"Kampala, Central Division",31000000,https://jiji.ug/central-division/cars/toyota-noah-2-0-143hp-awd-8-seater-2009-white-z3CoI5UZhHdSnDhtWTXec0xj.html?page=8&pos=2&cur_pos=2&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=1
Mercedes-Benz M Class ML63 AMG 4dr SUV AWD (5.5L 8cyl Turbo 7A) 2014,Mercedes-Benz,M,2014,foreign used,automatic,"Kampala, Nakawa",125000000,https://jiji.ug/nakawa/cars/mercedes-benz-m-class-ml63-amg-4dr-suv-awd-5-5l-8cyl-turbo-7a-2014-cLs7gGmT00GF0lFH8mnkXXIB.html?page=8&pos=5&cur_pos=5&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=4
Toyota Wish 2011 Silver,Toyota,Wish,2011,local used,automatic,"Kampala, Central Division",25000000,https://jiji.ug/central-division/cars/toyota-wish-2011-silver-wiCz3zy57EyRQLPJujPBTNNF.html?page=8&pos=8&cur_pos=8&ads_per_page=24&ads_count=7246&lid=pdq0GN52waXWW6eW&indexPosition=7
