ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB202965,"2023 TOYOTA LAND CRUISER
                                 3.5ZX4WD",TOYOTA,LAND,2023/5,"30,000 km","3,400cc",AT,Petrol,7,Location,,,,,/toyota/land-cruiser/cb202965/id/13260353/
CB202967,"2019 MAZDA FLAIR WAGON
                                 XSP",MAZDA,FLAIR,2019/1,"65,926 km",660cc,AT,Petrol,ASK,Location,,,,,/mazda/flair-wagon/cb202967/id/13260355/
CB202968,"2016 DAIHATSU CAST
                                 GSA2",DAIHATSU,CAST,2016/1,"65,760 km",660cc,AT,Petrol,ASK,Location,,,,,/daihatsu/cast/cb202968/id/13260356/
CB202969,"2019 TOYOTA HIACE VAN
                                 GL",TOYOTA,HIACE,2019/9,"45,000 km","2,754cc",AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb202969/id/13260357/
CB202970,"2017 TOYOTA SIENTA
                                 HVG",TOYOTA,SIENTA,2017/1,"14,781 km","1,500cc",AT,Petrol,ASK,Location,,,,,/toyota/sienta/cb202970/id/13260358/
CB202977,"2015 HONDA JADE
                                 X",HONDA,JADE,2015/9,"53,962 km","1,500cc",AT,Hybrid(Petrol),6,Location,,,,,/honda/jade/cb202977/id/13260365/
CB202978,2022 DAIHATSU HIJET VAN,DAIHATSU,HIJET,2022/12,"23,237 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/hijet-van/cb202978/id/13260366/
CB202979,"2013 DAIHATSU MOVE CUSTOM
                                 RS",DAIHATSU,MOVE,2013/2,"90,145 km",660cc,AT,Petrol,ASK,Location,,,,,/daihatsu/move-custom/cb202979/id/13260367/
CB202980,"1996 HONDA TODAY
                                 GS",HONDA,TODAY,1996/1,"101,186 km",660cc,AT,Petrol,ASK,Location,,,,,/honda/today/cb202980/id/13260368/
CB202981,"2020 NISSAN SERENA
                                 V",NISSAN,SERENA,2020/11,"34,404 km","2,000cc",AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb202981/id/13260369/
CB202982,"2019 TOYOTA PROBOX VAN
                                 GL",TOYOTA,PROBOX,2019/10,"45,200 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/probox-van/cb202982/id/13260370/
CB202983,"2022 SUBARU SAMBAR
                                 VB",SUBARU,SAMBAR,2022/3,"67,000 km",660cc,AT,Petrol,ASK,Location,,,,,/subaru/sambar/cb202983/id/13260371/
CB202984,"2013 SUZUKI WAGON R
                                 T",SUZUKI,WAGON,2013/1,"54,204 km",660cc,AT,Petrol,ASK,Location,,,,,/suzuki/wagon-r/cb202984/id/13260372/
CB202985,"2020 DAIHATSU MIRA ES
                                 660GSAIII",DAIHATSU,MIRA,2020/11,"29,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb202985/id/13260373/
CB202986,"2019 DAIHATSU TANTO
                                 XVSSA3",DAIHATSU,TANTO,2019/1,"92,994 km",660cc,AT,Petrol,ASK,Location,,,,,/daihatsu/tanto/cb202986/id/13260374/
CB202987,"2016 SUZUKI SOLIO
                                 1.2MV4WD",SUZUKI,SOLIO,2016/9,"47,000 km","1,200cc",CVT,Hybrid(Petrol),5,Location,,,,,/suzuki/solio/cb202987/id/13260375/
CB202988,"2016 DAIHATSU TANTO
                                 660X",DAIHATSU,TANTO,2016/10,"110,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb202988/id/13260376/
CB202989,"2012 MAZDA BIANTE
                                 2.0",MAZDA,BIANTE,2012/6,"107,000 km","2,000cc",AT,Petrol,8,Location,,,,,/mazda/biante/cb202989/id/13260377/
CB202990,"2024 TOYOTA NOAH
                                 2.0S-Z4WD",TOYOTA,NOAH,2024/7,"22,400 km","2,000cc",CVT,Petrol,7,Location,,,,,/toyota/noah/cb202990/id/13260378/
CB202991,"2025 SUZUKI CARRY TRUCK
                                 X4WD4AT",SUZUKI,CARRY,2025/11,4 km,660cc,AT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb202991/id/13260379/
CB202992,"2015 SUZUKI SPACIA
                                 X",SUZUKI,SPACIA,2015/2,"72,230 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/spacia/cb202992/id/13260380/
CB202994,"2022 NISSAN CARAVAN VAN
                                 GX511",NISSAN,CARAVAN,2022/5,"48,650 km","2,000cc",AT,Petrol,2,Location,,,,,/nissan/caravan-van/cb202994/id/13260382/
CB202996,"2018 TOYOTA PRIUS
                                 1.8A",TOYOTA,PRIUS,2018/1,"79,000 km","1,800cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb202996/id/13260384/
CB202997,"2015 SUZUKI CARRY TRUCK
                                 KC",SUZUKI,CARRY,2015/2,"55,000 km",660cc,MT,Petrol,ASK,Location,,,,,/suzuki/carry-truck/cb202997/id/13260385/
CB202998,"2018 NISSAN NOTE
                                 E-POWERNISMOS",NISSAN,NOTE,2018/12,"93,069 km","1,190cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb202998/id/13260386/
CB202999,"2011 SUZUKI JIMNY
                                 4WDXC",SUZUKI,JIMNY,2011/1,"162,000 km",660cc,AT,Petrol,ASK,Location,,,,,/suzuki/jimny/cb202999/id/13260387/
CB203000,"2020 MITSUBISHI EK SPACE
                                 G",MITSUBISHI,EK,2020/10,"69,000 km",660cc,AT,Hybrid(Petrol),ASK,Location,,,,,/mitsubishi/ek-space/cb203000/id/13260388/
CB203001,"2015 MITSUBISHI EK WAGON
                                 4WDGE",MITSUBISHI,EK,2015/3,"31,000 km",660cc,AT,Petrol,ASK,Location,,,,,/mitsubishi/ek-wagon/cb203001/id/13260389/
CB203002,"2022 DAIHATSU TANTO
                                 X",DAIHATSU,TANTO,2022/12,"13,000 km",660cc,AT,Petrol,ASK,Location,,,,,/daihatsu/tanto/cb203002/id/13260390/
CB203003,"2016 MAZDA ATENZA WAGON
                                 XD",MAZDA,ATENZA,2016/6,"69,000 km","2,200cc",AT,Diesel,ASK,Location,,,,,/mazda/atenza-wagon/cb203003/id/13260391/
CB203004,"2019 MITSUBISHI EK WAGON
                                 M",MITSUBISHI,EK,2019/8,"31,000 km",660cc,AT,Hybrid(Petrol),ASK,Location,,,,,/mitsubishi/ek-wagon/cb203004/id/13260392/
CB203005,"2025 SUZUKI CARRY TRUCK
                                 4WDXLTD",SUZUKI,CARRY,2025/11,5 km,660cc,MT,Petrol,ASK,Location,,,,,/suzuki/carry-truck/cb203005/id/13260393/
CB203006,"2016 DAIHATSU HIJET TRUCK
                                 55TH",DAIHATSU,HIJET,2016/8,"46,756 km",660cc,AT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/cb203006/id/13260394/
CB203007,"2018 MITSUBISHI DELICA D5
                                 2.2D4WD",MITSUBISHI,DELICA,2018/5,"72,000 km","2,300cc",AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb203007/id/13260395/
CB203008,"2019 TOYOTA HARRIER
                                 JBL",TOYOTA,HARRIER,2019/4,"49,220 km","2,500cc",AT,Hybrid(Petrol),ASK,Location,,,,,/toyota/harrier/cb203008/id/13260396/
CB203009,"2021 TOYOTA PIXIS TRUCK
                                 SAT4WD",TOYOTA,PIXIS,2021/6,"68,806 km",660cc,MT,Petrol,2,Location,,,,,/toyota/pixis-truck/cb203009/id/13260397/
CB203010,"2021 TOYOTA VOXY
                                 1.8ZS",TOYOTA,VOXY,2021/3,"72,470 km","1,800cc",CVT,Hybrid(Petrol),7,Location,,,,,/toyota/voxy/cb203010/id/13260398/
CB203018,"2017 TOYOTA PROBOX VAN
                                 1.5DXS02064",TOYOTA,PROBOX,2017/10,"135,000 km","1,500cc",CVT,Petrol,5,Location,,,,,/toyota/probox-van/cb203018/id/13260406/
CB203019,"2022 DAIHATSU HIJET TRUCK
                                 S02",DAIHATSU,HIJET,2022/3,20 km,660cc,AT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/cb203019/id/13260407/
CB203021,"2018 TOYOTA VOXY
                                 ZSBT",TOYOTA,VOXY,2018/3,"69,856 km","2,000cc",CVT,Petrol,7,Location,,,,,/toyota/voxy/cb203021/id/13260409/
CB203022,"2011 MITSUBISHI DELICA D2
                                 S",MITSUBISHI,DELICA,2011/3,"69,390 km","1,200cc",AT,Petrol,5,Location,,,,,/mitsubishi/delica-d2/cb203022/id/13260410/
CB203023,"2011 BMW MINI
                                 ALL4SS02071",BMW,MINI,2011/12,"35,000 km","1,600cc",AT,Petrol,5,Location,,,,,/bmw/mini/cb203023/id/13260411/
CB203024,"2022 TOYOTA HIACE VAN
                                 GL",TOYOTA,HIACE,2022/9,"53,000 km","2,754cc",AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb203024/id/13260412/
CB203025,"2004 SUZUKI CARRY TRUCK
                                 4WDKC",SUZUKI,CARRY,2004/11,"69,742 km",660cc,MT,Petrol,ASK,Location,,,,,/suzuki/carry-truck/cb203025/id/13260413/
CB203026,"2019 SUZUKI SPACIA
                                 HVXSBTDVD",SUZUKI,SPACIA,2019/11,"52,503 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb203026/id/13260414/
CB203028,"2019 TOYOTA ESQUIRE
                                 GI",TOYOTA,ESQUIRE,2019/2,"65,205 km","1,800cc",AT,Petrol,ASK,Location,,,,,/toyota/esquire/cb203028/id/13260416/
CB203029,"2024 HINO DUTRO
                                 3T",HINO,DUTRO,2024/9,241 km,"4,000cc",MT,Diesel,3,Location,,,,,/hino/dutro/cb203029/id/13260417/
CB203030,"2019 VOLKSWAGEN ARTEON
                                 TSI4R4WD",VOLKSWAGEN,ARTEON,2019/3,"67,000 km","2,000cc",AT,Petrol,5,Location,,,,,/volkswagen/arteon/cb203030/id/13260418/
CB203033,"2019 SUZUKI SPACIA
                                 G",SUZUKI,SPACIA,2019/8,"45,382 km",660cc,AT,Petrol,ASK,Location,,,,,/suzuki/spacia/cb203033/id/13260421/
CB203034,"2018 NISSAN SERENA
                                 4WDXV",NISSAN,SERENA,2018/12,"37,730 km","2,000cc",AT,Petrol,ASK,Location,,,,,/nissan/serena/cb203034/id/13260422/
CB203035,"2024 TOYOTA HIACE VAN
                                 GL",TOYOTA,HIACE,2024/3,"19,000 km","1,998cc",AT,Petrol,5,Location,,,,,/toyota/hiace-van/cb203035/id/13260423/
CB203036,"2012 SUBARU TREZIA
                                 4WD1.5ISPORTLTD",SUBARU,TREZIA,2012/9,"42,948 km","1,500cc",AT,Petrol,ASK,Location,,,,,/subaru/trezia/cb203036/id/13260424/
CB203037,"2022 TOYOTA SIENTA
                                 GII",TOYOTA,SIENTA,2022/3,"28,399 km","1,500cc",AT,Petrol,ASK,Location,,,,,/toyota/sienta/cb203037/id/13260425/
CB203038,"2015 TOYOTA ESQUIRE
                                 GI",TOYOTA,ESQUIRE,2015/4,"57,109 km","2,000cc",AT,Petrol,ASK,Location,,,,,/toyota/esquire/cb203038/id/13260427/
CB203039,"2017 VOLKSWAGEN GOLF GTI
                                 GTI",VOLKSWAGEN,GOLF,2017/12,"49,886 km","2,000cc",MT,Petrol,5,Location,,,,,/volkswagen/golf-gti/cb203039/id/13260428/
CB203040,"2015 MAZDA FLAIR
                                 660HS",MAZDA,FLAIR,2015/3,"37,000 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/mazda/flair/cb203040/id/13260429/
CB203041,"2019 TOYOTA HIACE VAN
                                 DXGL3/6/9",TOYOTA,HIACE,2019/11,"40,451 km","2,000cc",AT,Petrol,9,Location,,,,,/toyota/hiace-van/cb203041/id/13260430/
CB203042,"2009 SUZUKI WAGON R
                                 XHIDABS",SUZUKI,WAGON,2009/2,"135,780 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb203042/id/13260431/
CB203043,"2021 MERCEDES-BENZ G-CLASS
                                 G350D",MERCEDES-BENZ,G-CLASS,2021/3,"16,000 km","2,900cc",AT,Diesel,5,Location,,,,,/mercedes-benz/g-class/cb203043/id/13260432/
CB203045,2017 AUDI S4,AUDI,S4,2017/1,"63,000 km","3,000cc",AT,Petrol,ASK,Location,,,,,/audi/s4/cb203045/id/13260434/
CB203046,"2008 VOLKSWAGEN GOLF
                                 GTTSI",VOLKSWAGEN,GOLF,2008/5,"18,372 km","1,400cc",AT,Petrol,ASK,Location,,,,,/volkswagen/golf/cb203046/id/13260435/
CB203047,"2014 TOYOTA PORTE
                                 G",TOYOTA,PORTE,2014/6,"22,789 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/porte/cb203047/id/13260436/
CB203048,"2001 TOYOTA LAND CRUISER PRADO
                                 4WDTXLTD",TOYOTA,LAND,2001/1,"134,880 km","3,000cc",AT,Diesel,ASK,Location,,,,,/toyota/land-cruiser-prado/cb203048/id/13260437/
CB203049,"2016 MAZDA AXELA
                                 SL",MAZDA,AXELA,2016/5,"17,371 km","2,000cc",AT,Petrol,ASK,Location,,,,,/mazda/axela/cb203049/id/13260438/
CB203050,"2017 TOYOTA PRIUS ALPHA
                                 S",TOYOTA,PRIUS,2017/9,"93,260 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius-alpha/cb203050/id/13260439/
CB203051,"1989 NISSAN LEOPARD
                                 XJ",NISSAN,LEOPARD,1989/10,"107,657 km","2,000cc",AT,Petrol,ASK,Location,,,,,/nissan/leopard/cb203051/id/13260440/
CB203052,"2013 TOYOTA ALPHARD
                                 2.4240X4WD",TOYOTA,ALPHARD,2013/12,"95,000 km","2,400cc",CVT,Petrol,8,Location,,,,,/toyota/alphard/cb203052/id/13260441/
CB203053,"2010 MITSUBISHI DELICA D5
                                 G",MITSUBISHI,DELICA,2010/7,"193,073 km","2,000cc",AT,Petrol,7,Location,,,,,/mitsubishi/delica-d5/cb203053/id/13260442/
CB203062,"2019 BMW MINI
                                 DAIS",BMW,MINI,2019/6,"65,000 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/mini/cb203062/id/13260451/
CB203063,"2015 DAIHATSU HIJET CARGO
                                 660",DAIHATSU,HIJET,2015/10,"17,000 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/hijet-cargo/cb203063/id/13260452/
CB203064,"2018 DAIHATSU CAST
                                 XSAIII",DAIHATSU,CAST,2018/11,"47,478 km",660cc,AT,Petrol,ASK,Location,,,,,/daihatsu/cast/cb203064/id/13260453/
CB203065,"2014 NISSAN SERENA
                                 2.04WD",NISSAN,SERENA,2014/11,"98,000 km","2,000cc",CVT,Petrol,8,Location,,,,,/nissan/serena/cb203065/id/13260454/
CB203067,"2015 TOYOTA REGIUSACE VAN
                                 -7",TOYOTA,REGIUSACE,2015/12,"73,280 km","2,000cc",AT,Petrol,3,Location,,,,,/toyota/regiusace-van/cb203067/id/13260456/
CB203068,"2021 BMW MINI
                                 DAIS",BMW,MINI,2021/1,"31,000 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/mini/cb203068/id/13260457/
CB203069,"2019 LEXUS UX
                                 250HC",LEXUS,UX,2019/6,"79,340 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/ux/cb203069/id/13260458/
CB203070,"2015 MAZDA PREMACY
                                 2.020S4WD",MAZDA,PREMACY,2015/2,"98,000 km","2,000cc",AT,Petrol,7,Location,,,,,/mazda/premacy/cb203070/id/13260459/
CB203071,"2014 TOYOTA VOXY
                                 2.0ZS7",TOYOTA,VOXY,2014/5,"69,051 km","2,000cc",CVT,Petrol,7,Location,,,,,/toyota/voxy/cb203071/id/13260460/
CB203075,"2016 HONDA S660
                                 660",HONDA,S660,2016/4,"81,957 km",660cc,MT,Petrol,2,Location,,,,,/honda/s660/cb203075/id/13260464/
CB203076,"2019 BMW MINI
                                 SDCTAIS",BMW,MINI,2019/7,"26,000 km","2,000cc",AT,Petrol,4,Location,,,,,/bmw/mini/cb203076/id/13260465/
CB203077,"2015 HONDA N BOX SLASH
                                 660GA4WD",HONDA,N,2015/10,"93,000 km",660cc,CVT,Petrol,4,Location,,,,,/honda/n-box-slash/cb203077/id/13260466/
CB203081,"2010 DAIHATSU ESSE
                                 X",DAIHATSU,ESSE,2010/3,"52,922 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/esse/cb203081/id/13260470/
CB203082,"2011 TOYOTA VOXY
                                 2.0ZS4WD",TOYOTA,VOXY,2011/2,"100,000 km","2,000cc",CVT,Petrol,8,Location,,,,,/toyota/voxy/cb203082/id/13260471/
CB203083,"2019 MAZDA FAMILIA VAN
                                 VE",MAZDA,FAMILIA,2019/3,"51,330 km","1,500cc",AT,Petrol,5,Location,,,,,/mazda/familia-van/cb203083/id/13260472/
CB203086,"2016 MAZDA AXELA SPORT
                                 15S",MAZDA,AXELA,2016/12,"52,250 km","1,500cc",AT,Petrol,ASK,Location,,,,,/mazda/axela-sport/cb203086/id/13260475/
CB203087,"2019 NISSAN CUBE
                                 15XV",NISSAN,CUBE,2019/6,"36,300 km","1,500cc",AT,Petrol,ASK,Location,,,,,/nissan/cube/cb203087/id/13260476/
CB203088,"2014 HONDA N BOX
                                 660GA4WD",HONDA,N,2014/2,"103,000 km",660cc,CVT,Petrol,4,Location,,,,,/honda/n-box/cb203088/id/13260477/
CB203089,"2019 NISSAN SERENA
                                 2.0VII",NISSAN,SERENA,2019/1,"57,450 km","2,000cc",CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb203089/id/13260478/
CB203090,"2013 TOYOTA ALPHARD
                                 240S7",TOYOTA,ALPHARD,2013/6,"100,884 km","2,400cc",CVT,Petrol,7,Location,,,,,/toyota/alphard/cb203090/id/13260479/
CB203091,"2018 HONDA N BOX SLASH
                                 G4WDTV",HONDA,N,2018/10,"76,850 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box-slash/cb203091/id/13260480/
CB203092,"2017 LEXUS GS HYBRID
                                 GS300H",LEXUS,GS,2017/6,"109,742 km","2,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/lexus/gs-hybrid/cb203092/id/13260481/
CB203093,2008 VOLKSWAGEN NEW BEETLE,VOLKSWAGEN,NEW,2008/3,"61,860 km","2,000cc",AT,Petrol,ASK,Location,,,,,/volkswagen/new-beetle/cb203093/id/13260482/
CB203094,"2018 SUZUKI SPACIA
                                 G",SUZUKI,SPACIA,2018/3,"29,200 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb203094/id/13260483/
CB203095,"2013 SUBARU IMPREZA SPORTS
                                 2.0I-S4WD",SUBARU,IMPREZA,2013/3,"102,000 km","2,000cc",CVT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb203095/id/13260484/
CB203096,"2012 TOYOTA PORTE
                                 1.5F4WD",TOYOTA,PORTE,2012/9,"86,000 km","1,500cc",CVT,Petrol,5,Location,,,,,/toyota/porte/cb203096/id/13260485/
CB203098,"2011 TOYOTA LAND CRUISER PRADO
                                 TX",TOYOTA,LAND,2011/2,"67,000 km","2,700cc",AT,Petrol,5,Location,,,,,/toyota/land-cruiser-prado/cb203098/id/13260487/
CB203099,"1990 SUZUKI JIMNY
                                 4WDXC",SUZUKI,JIMNY,1990/10,"12,285 km",660cc,AT,Petrol,ASK,Location,,,,,/suzuki/jimny/cb203099/id/13260488/
CB203100,"2015 HONDA SHUTTLE
                                 1.5X",HONDA,SHUTTLE,2015/12,"88,000 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/honda/shuttle/cb203100/id/13260489/
CB203101,"2021 TOYOTA VOXY
                                 4WDZSIII7",TOYOTA,VOXY,2021/6,"87,365 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/voxy/cb203101/id/13260490/
CB203102,2010 NISSAN ELGRAND,NISSAN,ELGRAND,2010/9,"106,240 km","2,500cc",AT,Petrol,ASK,Location,,,,,/nissan/elgrand/cb203102/id/13260491/
CB203103,"2021 TOYOTA AQUA
                                 1.5Z",TOYOTA,AQUA,2021/11,"4,915 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb203103/id/13260492/
CB203104,"2018 TOYOTA NOAH
                                 1.8SIWXB",TOYOTA,NOAH,2018/3,"99,805 km","1,800cc",CVT,Hybrid(Petrol),7,Location,,,,,/toyota/noah/cb203104/id/13260493/
CB203105,"2012 TOYOTA PRIUS ALPHA
                                 1.8G",TOYOTA,PRIUS,2012/10,"97,000 km","1,800cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius-alpha/cb203105/id/13260494/
CB203107,"2020 SUZUKI JIMNY
                                 660XC4WD",SUZUKI,JIMNY,2020/10,"40,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb203107/id/13260496/
CB203108,"2013 DAIHATSU MOVE
                                 XSA",DAIHATSU,MOVE,2013/4,"82,974 km",660cc,AT,Petrol,ASK,Location,,,,,/daihatsu/move/cb203108/id/13260497/
CB203109,2022 JEEP WRANGLER,JEEP,WRANGLER,2022/7,"26,178 km","2,000cc",AT,Petrol,5,Location,,,,,/jeep/wrangler/cb203109/id/13260498/
CB203112,"2022 NISSAN ROOX
                                 G9TV",NISSAN,ROOX,2022/7,"35,915 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb203112/id/13260501/
CB203113,2021 SUBARU FORESTER,SUBARU,FORESTER,2021/2,"39,706 km","2,000cc",MT,Hybrid(Petrol),5,Location,,,,,/subaru/forester/cb203113/id/13260502/
CB203114,"2020 TOYOTA CROWN
                                 HV3.5G-EXECUTIVE",TOYOTA,CROWN,2020/3,"98,453 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown/cb203114/id/13260503/
CB203116,"2024 SUZUKI JIMNY
                                 660XC4WD",SUZUKI,JIMNY,2024/3,"13,690 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb203116/id/13260505/
CB203117,"2016 TOYOTA VOXY
                                 ZS10SDTV",TOYOTA,VOXY,2016/7,"54,948 km","2,000cc",CVT,Petrol,7,Location,,,,,/toyota/voxy/cb203117/id/13260506/
CB203118,"2022 TOYOTA VOXY
                                 1.8S-ZHV7",TOYOTA,VOXY,2022/10,"41,637 km","1,800cc",CVT,Hybrid(Petrol),7,Location,,,,,/toyota/voxy/cb203118/id/13260507/
CB203119,"2010 NISSAN FUGA
                                 VIP",NISSAN,FUGA,2010/12,"103,845 km","3,500cc",AT,Petrol,ASK,Location,,,,,/nissan/fuga/cb203119/id/13260508/
CB203120,"2020 CHRYSLER CARAVAN
                                 2.5DX",CHRYSLER,CARAVAN,2020/9,"40,000 km","2,500cc",AT,Diesel,6,Location,,,,,/chrysler/caravan/cb203120/id/13260509/
CB203121,"2017 SUZUKI CARRY TRUCK
                                 KCACPS4WD",SUZUKI,CARRY,2017/2,"28,200 km",660cc,MT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb203121/id/13260510/
CB203122,"2012 TOYOTA AQUA
                                 G",TOYOTA,AQUA,2012/3,"155,417 km","1,500cc",AT,Petrol,ASK,Location,,,,,/toyota/aqua/cb203122/id/13260511/
CB203123,"2023 TOYOTA HARRIER HYBRID
                                 PHEVZ",TOYOTA,HARRIER,2023/3,"12,447 km","2,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/harrier-hybrid/cb203123/id/13260512/
CB203124,"2022 TOYOTA ALPHARD
                                 2.5SC4WD",TOYOTA,ALPHARD,2022/5,"5,000 km","2,500cc",CVT,Petrol,7,Location,,,,,/toyota/alphard/cb203124/id/13260513/
CB203125,"2023 TOYOTA RAV4 PHV
                                 Z4WD",TOYOTA,RAV4,2023/4,"13,641 km","2,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/rav4-phv/cb203125/id/13260514/
CB203126,"2020 MITSUBISHI EK X
                                 M",MITSUBISHI,EK,2020/11,"28,246 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/mitsubishi/ek-x/cb203126/id/13260515/
